step,operation,part_or_aid_id,axis,attach_to,support_stud_sites,support_class,condition
3748,PLACE_PROTOTYPE_PART,MON-F-04118,-Z,MON-F-03724,2,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3749,PLACE_PROTOTYPE_PART,MON-F-04119,-Z,MON-F-03846,1,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3750,PLACE_PROTOTYPE_PART,MON-F-04120,-Z,MON-F-03727,2,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3751,PLACE_PROTOTYPE_PART,MON-F-04121,-Z,MON-F-03726,4,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3752,PLACE_PROTOTYPE_PART,MON-F-04122,-Z,MON-F-03755,1,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3753,PLACE_PROTOTYPE_PART,MON-F-04123,-Z,MON-F-03755,2,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3754,PLACE_PROTOTYPE_PART,MON-F-04124,-Z,MON-F-03755,2,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3755,PLACE_PROTOTYPE_PART,MON-F-04125,-Z,MON-F-03778,4,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3756,PLACE_PROTOTYPE_PART,MON-F-04126,-Z,MON-F-03801,4,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3757,PLACE_PROTOTYPE_PART,MON-F-04127,-Z,MON-F-03801,2,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3758,PLACE_PROTOTYPE_PART,MON-F-04128,-Z,MON-F-03801,1,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3759,PLACE_PROTOTYPE_PART,MON-F-04129,-Z,MON-F-03801,2,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3760,PLACE_PROTOTYPE_PART,MON-F-04130,-Z,MON-F-03826,1,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3761,PLACE_PROTOTYPE_PART,MON-F-04131,-Z,MON-R2-00311,3,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3762,PLACE_PROTOTYPE_PART,MON-F-04132,-Z,MON-F-03779,1,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3763,PLACE_PROTOTYPE_PART,MON-F-04133,-Z,MON-R2-00311,1,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3764,PLACE_PROTOTYPE_PART,MON-F-04134,-Z,MON-R2-00311,2,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3765,PLACE_PROTOTYPE_PART,MON-F-04135,-Z,MON-R2-00311,2,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3766,PLACE_PROTOTYPE_PART,MON-F-04247,-Z,MON-F-03888,1,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3767,PLACE_PROTOTYPE_PART,MON-F-04248,-Z,MON-F-03889,4,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3768,PLACE_PROTOTYPE_PART,MON-F-04271,-Z,MON-F-03891,4,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3769,PLACE_PROTOTYPE_PART,MON-F-04294,-Z,MON-F-03893,1,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3770,PLACE_PROTOTYPE_PART,MON-F-04225,-Z,MON-F-03894,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3771,PLACE_PROTOTYPE_PART,MON-F-04249,-Z,MON-F-03889,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3772,PLACE_PROTOTYPE_PART,MON-F-04272,-Z,MON-F-03892,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3773,PLACE_PROTOTYPE_PART,MON-F-04295,-Z,MON-F-03897,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3774,PLACE_PROTOTYPE_PART,MON-F-04317,-Z,MON-F-03899,1,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3775,PLACE_PROTOTYPE_PART,MON-F-04219,-Z,MON-F-03898,2,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3776,PLACE_PROTOTYPE_PART,MON-F-04339,-Z,MON-F-03899,1,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3777,PLACE_PROTOTYPE_PART,MON-F-04217,-Z,MON-F-03901,3,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3778,PLACE_PROTOTYPE_PART,MON-F-04226,-Z,MON-F-03903,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3779,PLACE_PROTOTYPE_PART,MON-F-04250,-Z,MON-F-03905,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3780,PLACE_PROTOTYPE_PART,MON-F-04273,-Z,MON-F-03907,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3781,PLACE_PROTOTYPE_PART,MON-F-04296,-Z,MON-F-03908,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3782,PLACE_PROTOTYPE_PART,MON-F-04318,-Z,MON-F-03911,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3783,PLACE_PROTOTYPE_PART,MON-F-04198,-Z,MON-F-03901,4,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3784,PLACE_PROTOTYPE_PART,MON-F-04340,-Z,MON-F-03914,1,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3785,PLACE_PROTOTYPE_PART,MON-F-04194,-Z,MON-F-03915,2,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3786,PLACE_PROTOTYPE_PART,MON-F-04199,-Z,MON-F-03901,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3787,PLACE_PROTOTYPE_PART,MON-F-04227,-Z,MON-F-03903,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3788,PLACE_PROTOTYPE_PART,MON-F-04251,-Z,MON-F-03905,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3789,PLACE_PROTOTYPE_PART,MON-F-04274,-Z,MON-F-03906,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3790,PLACE_PROTOTYPE_PART,MON-F-04297,-Z,MON-F-03908,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3791,PLACE_PROTOTYPE_PART,MON-F-04319,-Z,MON-F-03910,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3792,PLACE_PROTOTYPE_PART,MON-F-04341,-Z,MON-F-03914,4,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3793,PLACE_PROTOTYPE_PART,MON-F-04175,-Z,MON-F-03917,2,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3794,PLACE_PROTOTYPE_PART,MON-F-04195,-Z,MON-F-03918,2,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3795,PLACE_PROTOTYPE_PART,MON-F-04360,-Z,MON-F-03919,1,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3796,PLACE_PROTOTYPE_PART,MON-F-04171,-Z,MON-F-03920,1,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3797,PLACE_PROTOTYPE_PART,MON-F-04176,-Z,MON-F-03921,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3798,PLACE_PROTOTYPE_PART,MON-F-04200,-Z,MON-F-03924,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3799,PLACE_PROTOTYPE_PART,MON-F-04228,-Z,MON-F-03925,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3800,PLACE_PROTOTYPE_PART,MON-F-04252,-Z,MON-F-03928,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3801,PLACE_PROTOTYPE_PART,MON-F-04275,-Z,MON-F-03930,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3802,PLACE_PROTOTYPE_PART,MON-F-04298,-Z,MON-F-03932,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3803,PLACE_PROTOTYPE_PART,MON-F-04320,-Z,MON-F-03934,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3804,PLACE_PROTOTYPE_PART,MON-F-04342,-Z,MON-F-03935,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3805,PLACE_PROTOTYPE_PART,MON-F-04166,-Z,MON-F-03937,1,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3806,PLACE_PROTOTYPE_PART,MON-F-04172,-Z,MON-F-03938,1,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3807,PLACE_PROTOTYPE_PART,MON-R2-00314,-Z,MON-R2-00312,2,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3808,PLACE_PROTOTYPE_PART,MON-F-04157,-Z,MON-F-03943,2,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3809,PLACE_PROTOTYPE_PART,MON-F-04167,-Z,MON-F-03940,4,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3810,PLACE_PROTOTYPE_PART,MON-F-04177,-Z,MON-F-03921,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3811,PLACE_PROTOTYPE_PART,MON-F-04201,-Z,MON-F-03923,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3812,PLACE_PROTOTYPE_PART,MON-F-04229,-Z,MON-F-03926,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3813,PLACE_PROTOTYPE_PART,MON-F-04253,-Z,MON-F-03928,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3814,PLACE_PROTOTYPE_PART,MON-F-04276,-Z,MON-F-03930,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3815,PLACE_PROTOTYPE_PART,MON-F-04299,-Z,MON-F-03932,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3816,PLACE_PROTOTYPE_PART,MON-F-04321,-Z,MON-F-03934,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3817,PLACE_PROTOTYPE_PART,MON-F-04343,-Z,MON-F-03935,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3818,PLACE_PROTOTYPE_PART,MON-F-04377,-Z,MON-R2-00312,1,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3819,PLACE_PROTOTYPE_PART,MON-F-04145,-Z,MON-F-03945,2,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3820,PLACE_PROTOTYPE_PART,MON-F-04158,-Z,MON-F-03947,6,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3821,PLACE_PROTOTYPE_PART,MON-F-04178,-Z,MON-F-03949,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3822,PLACE_PROTOTYPE_PART,MON-F-04202,-Z,MON-F-03951,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3823,PLACE_PROTOTYPE_PART,MON-F-04230,-Z,MON-F-03953,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3824,PLACE_PROTOTYPE_PART,MON-F-04254,-Z,MON-F-03954,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3825,PLACE_PROTOTYPE_PART,MON-F-04277,-Z,MON-F-03956,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3826,PLACE_PROTOTYPE_PART,MON-F-04300,-Z,MON-F-03959,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3827,PLACE_PROTOTYPE_PART,MON-F-04322,-Z,MON-F-03961,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3828,PLACE_PROTOTYPE_PART,MON-F-04344,-Z,MON-F-03963,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3829,PLACE_PROTOTYPE_PART,MON-F-04364,-Z,MON-F-03964,4,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3830,PLACE_PROTOTYPE_PART,MON-F-04378,-Z,MON-F-03965,1,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3831,PLACE_PROTOTYPE_PART,MON-F-04146,-Z,MON-F-03967,2,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3832,PLACE_PROTOTYPE_PART,MON-F-04159,-Z,MON-F-03947,6,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3833,PLACE_PROTOTYPE_PART,MON-F-04179,-Z,MON-F-03949,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3834,PLACE_PROTOTYPE_PART,MON-F-04203,-Z,MON-F-03951,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3835,PLACE_PROTOTYPE_PART,MON-F-04231,-Z,MON-F-03952,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3836,PLACE_PROTOTYPE_PART,MON-F-04255,-Z,MON-F-03955,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3837,PLACE_PROTOTYPE_PART,MON-F-04278,-Z,MON-F-03957,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3838,PLACE_PROTOTYPE_PART,MON-F-04301,-Z,MON-F-03959,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3839,PLACE_PROTOTYPE_PART,MON-F-04323,-Z,MON-F-03961,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3840,PLACE_PROTOTYPE_PART,MON-F-04345,-Z,MON-F-03962,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3841,PLACE_PROTOTYPE_PART,MON-F-04365,-Z,MON-F-03964,6,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3842,PLACE_PROTOTYPE_PART,MON-F-04147,-Z,MON-F-03969,2,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3843,PLACE_PROTOTYPE_PART,MON-F-04160,-Z,MON-F-03970,6,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3844,PLACE_PROTOTYPE_PART,MON-F-04180,-Z,MON-F-03971,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3845,PLACE_PROTOTYPE_PART,MON-F-04204,-Z,MON-F-03973,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3846,PLACE_PROTOTYPE_PART,MON-F-04232,-Z,MON-F-03976,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3847,PLACE_PROTOTYPE_PART,MON-F-04256,-Z,MON-F-03978,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3848,PLACE_PROTOTYPE_PART,MON-F-04279,-Z,MON-F-03980,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3849,PLACE_PROTOTYPE_PART,MON-F-04302,-Z,MON-F-03981,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3850,PLACE_PROTOTYPE_PART,MON-F-04324,-Z,MON-F-03984,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3851,PLACE_PROTOTYPE_PART,MON-F-04346,-Z,MON-F-03986,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3852,PLACE_PROTOTYPE_PART,MON-F-04366,-Z,MON-F-03987,7,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3853,PLACE_PROTOTYPE_PART,MON-F-04139,-Z,MON-F-03968,2,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3854,PLACE_PROTOTYPE_PART,MON-F-04148,-Z,MON-F-03969,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3855,PLACE_PROTOTYPE_PART,MON-F-04181,-Z,MON-F-03972,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3856,PLACE_PROTOTYPE_PART,MON-F-04205,-Z,MON-F-03974,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3857,PLACE_PROTOTYPE_PART,MON-F-04233,-Z,MON-F-03975,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3858,PLACE_PROTOTYPE_PART,MON-F-04257,-Z,MON-F-03978,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3859,PLACE_PROTOTYPE_PART,MON-F-04280,-Z,MON-F-03980,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3860,PLACE_PROTOTYPE_PART,MON-F-04303,-Z,MON-F-03982,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3861,PLACE_PROTOTYPE_PART,MON-F-04325,-Z,MON-F-03984,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3862,PLACE_PROTOTYPE_PART,MON-F-04347,-Z,MON-F-03986,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3863,PLACE_PROTOTYPE_PART,MON-F-04367,-Z,MON-F-03987,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3864,PLACE_PROTOTYPE_PART,MON-F-04140,-Z,MON-F-03990,2,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3865,PLACE_PROTOTYPE_PART,MON-F-04149,-Z,MON-F-03991,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3866,PLACE_PROTOTYPE_PART,MON-F-04182,-Z,MON-F-03993,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3867,PLACE_PROTOTYPE_PART,MON-F-04206,-Z,MON-F-03995,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3868,PLACE_PROTOTYPE_PART,MON-F-04234,-Z,MON-F-03998,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3869,PLACE_PROTOTYPE_PART,MON-F-04258,-Z,MON-F-03999,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3870,PLACE_PROTOTYPE_PART,MON-F-04281,-Z,MON-F-04002,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3871,PLACE_PROTOTYPE_PART,MON-F-04304,-Z,MON-F-04004,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3872,PLACE_PROTOTYPE_PART,MON-F-04326,-Z,MON-F-04006,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3873,PLACE_PROTOTYPE_PART,MON-F-04348,-Z,MON-F-04007,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3874,PLACE_PROTOTYPE_PART,MON-F-04368,-Z,MON-F-04009,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3875,PLACE_PROTOTYPE_PART,MON-F-04136,-Z,MON-F-04011,2,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3876,PLACE_PROTOTYPE_PART,MON-F-04141,-Z,MON-F-04012,2,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3877,PLACE_PROTOTYPE_PART,MON-F-04150,-Z,MON-F-03991,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3878,PLACE_PROTOTYPE_PART,MON-F-04183,-Z,MON-F-03993,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3879,PLACE_PROTOTYPE_PART,MON-F-04207,-Z,MON-F-03995,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3880,PLACE_PROTOTYPE_PART,MON-F-04235,-Z,MON-F-03998,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3881,PLACE_PROTOTYPE_PART,MON-F-04259,-Z,MON-F-03999,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3882,PLACE_PROTOTYPE_PART,MON-F-04282,-Z,MON-F-04001,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3883,PLACE_PROTOTYPE_PART,MON-F-04305,-Z,MON-F-04004,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3884,PLACE_PROTOTYPE_PART,MON-F-04327,-Z,MON-F-04006,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3885,PLACE_PROTOTYPE_PART,MON-F-04349,-Z,MON-F-04007,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3886,PLACE_PROTOTYPE_PART,MON-F-04369,-Z,MON-F-04010,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3887,PLACE_PROTOTYPE_PART,MON-F-04137,-Z,MON-F-04013,2,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3888,PLACE_PROTOTYPE_PART,MON-F-04142,-Z,MON-F-04014,2,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3889,PLACE_PROTOTYPE_PART,MON-F-04151,-Z,MON-F-04016,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3890,PLACE_PROTOTYPE_PART,MON-F-04184,-Z,MON-F-04018,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3891,PLACE_PROTOTYPE_PART,MON-F-04208,-Z,MON-F-04020,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3892,PLACE_PROTOTYPE_PART,MON-F-04236,-Z,MON-F-04022,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3893,PLACE_PROTOTYPE_PART,MON-F-04260,-Z,MON-F-04023,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3894,PLACE_PROTOTYPE_PART,MON-F-04283,-Z,MON-F-04026,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3895,PLACE_PROTOTYPE_PART,MON-F-04306,-Z,MON-F-04028,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3896,PLACE_PROTOTYPE_PART,MON-F-04328,-Z,MON-F-04030,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3897,PLACE_PROTOTYPE_PART,MON-F-04350,-Z,MON-F-04031,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3898,PLACE_PROTOTYPE_PART,MON-F-04370,-Z,MON-F-04033,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3899,PLACE_PROTOTYPE_PART,MON-F-04138,-Z,MON-F-04013,2,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3900,PLACE_PROTOTYPE_PART,MON-F-04143,-Z,MON-F-04014,2,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3901,PLACE_PROTOTYPE_PART,MON-F-04152,-Z,MON-F-04015,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3902,PLACE_PROTOTYPE_PART,MON-F-04185,-Z,MON-F-04017,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3903,PLACE_PROTOTYPE_PART,MON-F-04209,-Z,MON-F-04019,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3904,PLACE_PROTOTYPE_PART,MON-F-04237,-Z,MON-F-04022,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3905,PLACE_PROTOTYPE_PART,MON-F-04261,-Z,MON-F-04024,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3906,PLACE_PROTOTYPE_PART,MON-F-04284,-Z,MON-F-04026,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3907,PLACE_PROTOTYPE_PART,MON-F-04307,-Z,MON-F-04028,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3908,PLACE_PROTOTYPE_PART,MON-F-04329,-Z,MON-F-04029,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3909,PLACE_PROTOTYPE_PART,MON-F-04351,-Z,MON-F-04032,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3910,PLACE_PROTOTYPE_PART,MON-F-04371,-Z,MON-F-04034,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3911,PLACE_PROTOTYPE_PART,MON-F-04144,-Z,MON-F-04035,2,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3912,PLACE_PROTOTYPE_PART,MON-F-04153,-Z,MON-F-04036,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3913,PLACE_PROTOTYPE_PART,MON-F-04186,-Z,MON-F-04038,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3914,PLACE_PROTOTYPE_PART,MON-F-04210,-Z,MON-F-04041,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3915,PLACE_PROTOTYPE_PART,MON-F-04238,-Z,MON-F-04043,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3916,PLACE_PROTOTYPE_PART,MON-F-04262,-Z,MON-F-04045,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3917,PLACE_PROTOTYPE_PART,MON-F-04285,-Z,MON-F-04046,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3918,PLACE_PROTOTYPE_PART,MON-F-04308,-Z,MON-F-04048,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3919,PLACE_PROTOTYPE_PART,MON-F-04330,-Z,MON-F-04051,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3920,PLACE_PROTOTYPE_PART,MON-F-04352,-Z,MON-F-04053,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3921,PLACE_PROTOTYPE_PART,MON-F-04372,-Z,MON-F-04054,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3922,PLACE_PROTOTYPE_PART,MON-F-04154,-Z,MON-F-04036,2,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3923,PLACE_PROTOTYPE_PART,MON-F-04161,-Z,MON-F-04037,6,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3924,PLACE_PROTOTYPE_PART,MON-F-04187,-Z,MON-F-04038,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3925,PLACE_PROTOTYPE_PART,MON-F-04211,-Z,MON-F-04041,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3926,PLACE_PROTOTYPE_PART,MON-F-04239,-Z,MON-F-04042,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3927,PLACE_PROTOTYPE_PART,MON-F-04263,-Z,MON-F-04044,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3928,PLACE_PROTOTYPE_PART,MON-F-04286,-Z,MON-F-04047,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3929,PLACE_PROTOTYPE_PART,MON-F-04309,-Z,MON-F-04049,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3930,PLACE_PROTOTYPE_PART,MON-F-04331,-Z,MON-F-04050,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3931,PLACE_PROTOTYPE_PART,MON-F-04353,-Z,MON-F-04052,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3932,PLACE_PROTOTYPE_PART,MON-R2-00315,-Z,MON-F-04054,6,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3933,PLACE_PROTOTYPE_PART,MON-F-04155,-Z,MON-F-04057,2,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3934,PLACE_PROTOTYPE_PART,MON-F-04162,-Z,MON-F-04059,6,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3935,PLACE_PROTOTYPE_PART,MON-F-04188,-Z,MON-F-04060,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3936,PLACE_PROTOTYPE_PART,MON-F-04212,-Z,MON-F-04063,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3937,PLACE_PROTOTYPE_PART,MON-F-04240,-Z,MON-F-04064,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3938,PLACE_PROTOTYPE_PART,MON-F-04264,-Z,MON-F-04067,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3939,PLACE_PROTOTYPE_PART,MON-F-04287,-Z,MON-F-04069,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
3940,PLACE_PROTOTYPE_PART,MON-F-04310,-Z,MON-F-04070,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
