step,operation,part_or_aid_id,axis,attach_to,support_stud_sites,support_class,condition
1195,PLACE_PROTOTYPE_PART,DUC-F-01353,-Z,DUC-F-01142,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1196,PLACE_PROTOTYPE_PART,DUC-F-01354,-Z,DUC-F-01142,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1197,PLACE_PROTOTYPE_PART,DUC-F-01355,-Z,DUC-F-01142,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1198,PLACE_PROTOTYPE_PART,DUC-F-01356,-Z,DUC-F-01159,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1199,PLACE_PROTOTYPE_PART,DUC-F-01357,-Z,DUC-F-01159,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1200,PLACE_PROTOTYPE_PART,DUC-F-01358,-Z,DUC-F-01178,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1201,PLACE_PROTOTYPE_PART,DUC-F-01359,-Z,DUC-F-01195,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1202,PLACE_PROTOTYPE_PART,DUC-F-01360,-Z,DUC-F-01195,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1203,PLACE_PROTOTYPE_PART,DUC-F-01361,-Z,DUC-F-01212,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1204,PLACE_PROTOTYPE_PART,DUC-F-01362,-Z,DUC-F-01212,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1205,PLACE_PROTOTYPE_PART,DUC-F-01363,-Z,DUC-F-01212,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1206,PLACE_PROTOTYPE_PART,DUC-F-01364,-Z,DUC-F-01228,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1207,PLACE_PROTOTYPE_PART,DUC-F-01365,-Z,DUC-F-01228,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1208,PLACE_PROTOTYPE_PART,DUC-R2-00136,-Z,DUC-R2-00131,5,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1209,PLACE_PROTOTYPE_PART,DUC-F-01369,-Z,DUC-F-01127,1,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1210,PLACE_PROTOTYPE_PART,DUC-R2-00137,-Z,DUC-F-01127,4,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1211,PLACE_PROTOTYPE_PART,DUC-F-01371,-Z,DUC-F-01144,7,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1212,PLACE_PROTOTYPE_PART,DUC-F-01372,-Z,DUC-F-01144,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1213,PLACE_PROTOTYPE_PART,DUC-F-01373,-Z,DUC-F-01144,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1214,PLACE_PROTOTYPE_PART,DUC-F-01374,-Z,DUC-F-01161,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1215,PLACE_PROTOTYPE_PART,DUC-F-01375,-Z,DUC-F-01161,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1216,PLACE_PROTOTYPE_PART,DUC-F-01376,-Z,DUC-F-01180,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1217,PLACE_PROTOTYPE_PART,DUC-F-01377,-Z,DUC-F-01197,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1218,PLACE_PROTOTYPE_PART,DUC-F-01378,-Z,DUC-F-01197,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1219,PLACE_PROTOTYPE_PART,DUC-F-01379,-Z,DUC-F-01214,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1220,PLACE_PROTOTYPE_PART,DUC-F-01380,-Z,DUC-F-01214,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1221,PLACE_PROTOTYPE_PART,DUC-F-01381,-Z,DUC-F-01214,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1222,PLACE_PROTOTYPE_PART,DUC-F-01382,-Z,DUC-R2-00132,6,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1223,PLACE_PROTOTYPE_PART,DUC-F-01383,-Z,DUC-R2-00132,2,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1224,PLACE_PROTOTYPE_PART,DUC-F-01384,-Z,DUC-F-01244,1,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1225,PLACE_PROTOTYPE_PART,DUC-F-01386,-Z,DUC-F-01231,1,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1226,PLACE_PROTOTYPE_PART,DUC-F-01387,-Z,DUC-F-01146,2,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1227,PLACE_PROTOTYPE_PART,DUC-F-01388,-Z,DUC-F-01162,3,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1228,PLACE_PROTOTYPE_PART,DUC-R2-00138,-Z,DUC-F-01162,4,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1229,PLACE_PROTOTYPE_PART,DUC-F-01390,-Z,DUC-F-01182,6,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1230,PLACE_PROTOTYPE_PART,DUC-F-01391,-Z,DUC-F-01182,6,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1231,PLACE_PROTOTYPE_PART,DUC-F-01392,-Z,DUC-F-01182,6,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1232,PLACE_PROTOTYPE_PART,DUC-F-01393,-Z,DUC-F-01199,6,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1233,PLACE_PROTOTYPE_PART,DUC-R2-00139,-Z,DUC-F-01198,4,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1234,PLACE_PROTOTYPE_PART,DUC-F-01395,-Z,DUC-F-01215,3,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1235,PLACE_PROTOTYPE_PART,DUC-F-01396,-Z,DUC-F-01215,1,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1236,PLACE_PROTOTYPE_PART,DUC-F-01458,-Z,DUC-F-01248,1,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1237,PLACE_PROTOTYPE_PART,DUC-F-01460,-Z,DUC-F-01250,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1238,PLACE_PROTOTYPE_PART,DUC-F-01477,-Z,DUC-F-01252,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1239,PLACE_PROTOTYPE_PART,DUC-F-01494,-Z,DUC-F-01253,3,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1240,PLACE_PROTOTYPE_PART,DUC-R2-00140,-Z,DUC-F-01258,2,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1241,PLACE_PROTOTYPE_PART,DUC-F-01442,-Z,DUC-F-01254,4,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1242,PLACE_PROTOTYPE_PART,DUC-R2-00141,-Z,DUC-F-01257,2,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1243,PLACE_PROTOTYPE_PART,DUC-F-01443,-Z,DUC-F-01259,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1244,PLACE_PROTOTYPE_PART,DUC-F-01461,-Z,DUC-F-01261,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1245,PLACE_PROTOTYPE_PART,DUC-F-01478,-Z,DUC-F-01264,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1246,PLACE_PROTOTYPE_PART,DUC-F-01495,-Z,DUC-F-01266,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1247,PLACE_PROTOTYPE_PART,DUC-F-01513,-Z,DUC-F-01267,4,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1248,PLACE_PROTOTYPE_PART,DUC-F-01424,-Z,DUC-F-01268,4,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1249,PLACE_PROTOTYPE_PART,DUC-F-01529,-Z,DUC-F-01269,1,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1250,PLACE_PROTOTYPE_PART,DUC-F-01422,-Z,DUC-F-01270,1,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1251,PLACE_PROTOTYPE_PART,DUC-F-01425,-Z,DUC-F-01258,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1252,PLACE_PROTOTYPE_PART,DUC-F-01444,-Z,DUC-F-01259,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1253,PLACE_PROTOTYPE_PART,DUC-F-01462,-Z,DUC-F-01262,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1254,PLACE_PROTOTYPE_PART,DUC-F-01479,-Z,DUC-F-01263,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1255,PLACE_PROTOTYPE_PART,DUC-F-01496,-Z,DUC-F-01266,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1256,PLACE_PROTOTYPE_PART,DUC-F-01514,-Z,DUC-F-01267,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1257,PLACE_PROTOTYPE_PART,DUC-R2-00142,-Z,DUC-F-01273,1,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1258,PLACE_PROTOTYPE_PART,DUC-F-01420,-Z,DUC-F-01272,2,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1259,PLACE_PROTOTYPE_PART,DUC-F-01410,-Z,DUC-F-01275,7,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1260,PLACE_PROTOTYPE_PART,DUC-F-01426,-Z,DUC-F-01277,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1261,PLACE_PROTOTYPE_PART,DUC-F-01445,-Z,DUC-F-01279,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1262,PLACE_PROTOTYPE_PART,DUC-F-01463,-Z,DUC-F-01280,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1263,PLACE_PROTOTYPE_PART,DUC-F-01480,-Z,DUC-F-01283,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1264,PLACE_PROTOTYPE_PART,DUC-F-01497,-Z,DUC-F-01284,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1265,PLACE_PROTOTYPE_PART,DUC-F-01515,-Z,DUC-F-01286,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1266,PLACE_PROTOTYPE_PART,DUC-F-01531,-Z,DUC-F-01288,5,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1267,PLACE_PROTOTYPE_PART,DUC-F-01407,-Z,DUC-F-01292,1,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1268,PLACE_PROTOTYPE_PART,DUC-F-01411,-Z,DUC-F-01275,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1269,PLACE_PROTOTYPE_PART,DUC-F-01427,-Z,DUC-F-01277,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1270,PLACE_PROTOTYPE_PART,DUC-F-01446,-Z,DUC-F-01278,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1271,PLACE_PROTOTYPE_PART,DUC-F-01464,-Z,DUC-F-01281,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1272,PLACE_PROTOTYPE_PART,DUC-F-01481,-Z,DUC-F-01283,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1273,PLACE_PROTOTYPE_PART,DUC-F-01498,-Z,DUC-F-01285,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1274,PLACE_PROTOTYPE_PART,DUC-F-01516,-Z,DUC-F-01286,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1275,PLACE_PROTOTYPE_PART,DUC-F-01532,-Z,DUC-F-01288,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1276,PLACE_PROTOTYPE_PART,DUC-R2-00143,-Z,DUC-R2-00134,2,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1277,PLACE_PROTOTYPE_PART,DUC-F-01402,-Z,DUC-F-01293,3,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1278,PLACE_PROTOTYPE_PART,DUC-F-01412,-Z,DUC-F-01294,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1279,PLACE_PROTOTYPE_PART,DUC-F-01428,-Z,DUC-F-01297,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1280,PLACE_PROTOTYPE_PART,DUC-F-01447,-Z,DUC-F-01299,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1281,PLACE_PROTOTYPE_PART,DUC-F-01465,-Z,DUC-F-01301,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1282,PLACE_PROTOTYPE_PART,DUC-F-01482,-Z,DUC-F-01303,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1283,PLACE_PROTOTYPE_PART,DUC-F-01499,-Z,DUC-F-01304,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1284,PLACE_PROTOTYPE_PART,DUC-F-01517,-Z,DUC-F-01306,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1285,PLACE_PROTOTYPE_PART,DUC-F-01533,-Z,DUC-F-01309,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1286,PLACE_PROTOTYPE_PART,DUC-F-01403,-Z,DUC-F-01293,4,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1287,PLACE_PROTOTYPE_PART,DUC-F-01413,-Z,DUC-F-01295,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1288,PLACE_PROTOTYPE_PART,DUC-F-01429,-Z,DUC-F-01296,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1289,PLACE_PROTOTYPE_PART,DUC-F-01448,-Z,DUC-F-01299,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1290,PLACE_PROTOTYPE_PART,DUC-F-01466,-Z,DUC-F-01300,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1291,PLACE_PROTOTYPE_PART,DUC-F-01483,-Z,DUC-F-01303,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1292,PLACE_PROTOTYPE_PART,DUC-F-01500,-Z,DUC-F-01305,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1293,PLACE_PROTOTYPE_PART,DUC-F-01518,-Z,DUC-F-01306,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1294,PLACE_PROTOTYPE_PART,DUC-F-01534,-Z,DUC-F-01308,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1295,PLACE_PROTOTYPE_PART,DUC-F-01548,-Z,DUC-R2-00134,3,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1296,PLACE_PROTOTYPE_PART,DUC-F-01399,-Z,DUC-F-01313,4,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1297,PLACE_PROTOTYPE_PART,DUC-F-01414,-Z,DUC-F-01315,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1298,PLACE_PROTOTYPE_PART,DUC-F-01430,-Z,DUC-F-01317,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1299,PLACE_PROTOTYPE_PART,DUC-F-01449,-Z,DUC-F-01318,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1300,PLACE_PROTOTYPE_PART,DUC-F-01467,-Z,DUC-F-01320,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1301,PLACE_PROTOTYPE_PART,DUC-F-01484,-Z,DUC-F-01323,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1302,PLACE_PROTOTYPE_PART,DUC-F-01501,-Z,DUC-F-01325,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1303,PLACE_PROTOTYPE_PART,DUC-F-01519,-Z,DUC-F-01326,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1304,PLACE_PROTOTYPE_PART,DUC-F-01535,-Z,DUC-F-01328,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1305,PLACE_PROTOTYPE_PART,DUC-F-01549,-Z,DUC-F-01330,4,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1306,PLACE_PROTOTYPE_PART,DUC-F-01400,-Z,DUC-F-01313,4,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1307,PLACE_PROTOTYPE_PART,DUC-F-01415,-Z,DUC-F-01314,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1308,PLACE_PROTOTYPE_PART,DUC-F-01431,-Z,DUC-F-01316,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1309,PLACE_PROTOTYPE_PART,DUC-F-01450,-Z,DUC-F-01319,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1310,PLACE_PROTOTYPE_PART,DUC-F-01468,-Z,DUC-F-01321,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1311,PLACE_PROTOTYPE_PART,DUC-F-01485,-Z,DUC-F-01322,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1312,PLACE_PROTOTYPE_PART,DUC-F-01502,-Z,DUC-F-01324,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1313,PLACE_PROTOTYPE_PART,DUC-F-01520,-Z,DUC-F-01327,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1314,PLACE_PROTOTYPE_PART,DUC-F-01536,-Z,DUC-F-01328,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1315,PLACE_PROTOTYPE_PART,DUC-F-01550,-Z,DUC-F-01330,4,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1316,PLACE_PROTOTYPE_PART,DUC-F-01401,-Z,DUC-F-01331,2,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1317,PLACE_PROTOTYPE_PART,DUC-F-01416,-Z,DUC-F-01333,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1318,PLACE_PROTOTYPE_PART,DUC-F-01432,-Z,DUC-F-01334,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1319,PLACE_PROTOTYPE_PART,DUC-F-01451,-Z,DUC-F-01336,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1320,PLACE_PROTOTYPE_PART,DUC-F-01469,-Z,DUC-F-01338,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1321,PLACE_PROTOTYPE_PART,DUC-F-01486,-Z,DUC-F-01341,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1322,PLACE_PROTOTYPE_PART,DUC-F-01503,-Z,DUC-F-01343,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1323,PLACE_PROTOTYPE_PART,DUC-F-01521,-Z,DUC-F-01344,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1324,PLACE_PROTOTYPE_PART,DUC-F-01537,-Z,DUC-F-01346,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1325,PLACE_PROTOTYPE_PART,DUC-F-01551,-Z,DUC-R2-00135,4,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1326,PLACE_PROTOTYPE_PART,DUC-F-01404,-Z,DUC-F-01331,2,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1327,PLACE_PROTOTYPE_PART,DUC-F-01405,-Z,DUC-F-01331,4,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1328,PLACE_PROTOTYPE_PART,DUC-F-01417,-Z,DUC-F-01332,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1329,PLACE_PROTOTYPE_PART,DUC-F-01433,-Z,DUC-F-01335,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1330,PLACE_PROTOTYPE_PART,DUC-F-01452,-Z,DUC-F-01336,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1331,PLACE_PROTOTYPE_PART,DUC-F-01470,-Z,DUC-F-01339,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1332,PLACE_PROTOTYPE_PART,DUC-F-01487,-Z,DUC-F-01341,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1333,PLACE_PROTOTYPE_PART,DUC-F-01504,-Z,DUC-F-01343,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1334,PLACE_PROTOTYPE_PART,DUC-F-01522,-Z,DUC-F-01344,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1335,PLACE_PROTOTYPE_PART,DUC-F-01538,-Z,DUC-F-01346,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1336,PLACE_PROTOTYPE_PART,DUC-F-01552,-Z,DUC-R2-00135,1,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1337,PLACE_PROTOTYPE_PART,DUC-F-01553,-Z,DUC-R2-00135,1,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1338,PLACE_PROTOTYPE_PART,DUC-F-01406,-Z,DUC-F-01350,1,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1339,PLACE_PROTOTYPE_PART,DUC-F-01418,-Z,DUC-F-01352,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1340,PLACE_PROTOTYPE_PART,DUC-F-01434,-Z,DUC-F-01354,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1341,PLACE_PROTOTYPE_PART,DUC-F-01453,-Z,DUC-F-01356,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1342,PLACE_PROTOTYPE_PART,DUC-F-01471,-Z,DUC-F-01357,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1343,PLACE_PROTOTYPE_PART,DUC-F-01488,-Z,DUC-F-01360,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1344,PLACE_PROTOTYPE_PART,DUC-F-01505,-Z,DUC-F-01361,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1345,PLACE_PROTOTYPE_PART,DUC-F-01523,-Z,DUC-F-01364,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1346,PLACE_PROTOTYPE_PART,DUC-F-01539,-Z,DUC-R2-00136,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1347,PLACE_PROTOTYPE_PART,DUC-F-01554,-Z,DUC-R2-00135,1,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1348,PLACE_PROTOTYPE_PART,DUC-R2-00144,-Z,DUC-F-01350,1,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1349,PLACE_PROTOTYPE_PART,DUC-F-01419,-Z,DUC-F-01352,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1350,PLACE_PROTOTYPE_PART,DUC-F-01435,-Z,DUC-F-01353,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1351,PLACE_PROTOTYPE_PART,DUC-F-01454,-Z,DUC-F-01355,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1352,PLACE_PROTOTYPE_PART,DUC-F-01472,-Z,DUC-F-01358,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1353,PLACE_PROTOTYPE_PART,DUC-F-01489,-Z,DUC-F-01360,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1354,PLACE_PROTOTYPE_PART,DUC-F-01506,-Z,DUC-F-01362,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1355,PLACE_PROTOTYPE_PART,DUC-F-01524,-Z,DUC-F-01363,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1356,PLACE_PROTOTYPE_PART,DUC-F-01540,-Z,DUC-F-01365,6,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1357,PLACE_PROTOTYPE_PART,DUC-F-01545,-Z,DUC-R2-00136,1,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1358,PLACE_PROTOTYPE_PART,DUC-F-01421,-Z,DUC-R2-00137,5,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1359,PLACE_PROTOTYPE_PART,DUC-F-01436,-Z,DUC-F-01372,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1360,PLACE_PROTOTYPE_PART,DUC-F-01455,-Z,DUC-F-01374,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1361,PLACE_PROTOTYPE_PART,DUC-F-01473,-Z,DUC-F-01376,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1362,PLACE_PROTOTYPE_PART,DUC-F-01490,-Z,DUC-F-01378,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1363,PLACE_PROTOTYPE_PART,DUC-F-01507,-Z,DUC-F-01379,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1364,PLACE_PROTOTYPE_PART,DUC-F-01525,-Z,DUC-F-01381,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1365,PLACE_PROTOTYPE_PART,DUC-R2-00145,-Z,DUC-F-01383,3,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1366,PLACE_PROTOTYPE_PART,DUC-F-01423,-Z,DUC-R2-00137,1,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1367,PLACE_PROTOTYPE_PART,DUC-F-01437,-Z,DUC-F-01371,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1368,PLACE_PROTOTYPE_PART,DUC-F-01456,-Z,DUC-F-01374,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1369,PLACE_PROTOTYPE_PART,DUC-F-01474,-Z,DUC-F-01375,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1370,PLACE_PROTOTYPE_PART,DUC-F-01491,-Z,DUC-F-01378,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1371,PLACE_PROTOTYPE_PART,DUC-F-01508,-Z,DUC-F-01380,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1372,PLACE_PROTOTYPE_PART,DUC-F-01526,-Z,DUC-F-01381,7,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1373,PLACE_PROTOTYPE_PART,DUC-R2-00146,-Z,DUC-F-01387,2,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1374,PLACE_PROTOTYPE_PART,DUC-F-01457,-Z,DUC-F-01388,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1375,PLACE_PROTOTYPE_PART,DUC-F-01475,-Z,DUC-F-01390,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1376,PLACE_PROTOTYPE_PART,DUC-F-01492,-Z,DUC-F-01393,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1377,PLACE_PROTOTYPE_PART,DUC-F-01509,-Z,DUC-F-01395,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1378,PLACE_PROTOTYPE_PART,DUC-R2-00147,-Z,DUC-F-01396,2,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1379,PLACE_PROTOTYPE_PART,DUC-F-01459,-Z,DUC-R2-00138,1,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1380,PLACE_PROTOTYPE_PART,DUC-F-01476,-Z,DUC-F-01390,4,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1381,PLACE_PROTOTYPE_PART,DUC-F-01493,-Z,DUC-F-01392,4,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
1382,PLACE_PROTOTYPE_PART,DUC-F-01510,-Z,DUC-R2-00139,1,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
