step,operation,part_or_aid_id,axis,attach_to,support_stud_sites,support_class,condition
605,PLACE_PROTOTYPE_PART,COP-C-00692,-Z,COP-C-00567,7,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
606,PLACE_PROTOTYPE_PART,COP-R2-00070,-Z,COP-C-00566,3,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
607,PLACE_PROTOTYPE_PART,COP-C-00748,-Z,COP-C-00596,2,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
608,PLACE_PROTOTYPE_PART,COP-C-00751,-Z,COP-C-00597,3,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
609,PLACE_PROTOTYPE_PART,COP-C-00734,-Z,COP-C-00596,7,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
610,PLACE_PROTOTYPE_PART,COP-C-00752,-Z,COP-C-00597,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
611,PLACE_PROTOTYPE_PART,COP-R2-00071,-Z,COP-C-00602,1,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
612,PLACE_PROTOTYPE_PART,COP-C-00731,-Z,COP-C-00604,6,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
613,PLACE_PROTOTYPE_PART,COP-C-00735,-Z,COP-C-00606,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
614,PLACE_PROTOTYPE_PART,COP-C-00753,-Z,COP-C-00608,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
615,PLACE_PROTOTYPE_PART,COP-R2-00072,-Z,COP-C-00609,4,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
616,PLACE_PROTOTYPE_PART,COP-C-00720,-Z,COP-C-00604,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
617,PLACE_PROTOTYPE_PART,COP-C-00736,-Z,COP-C-00606,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
618,PLACE_PROTOTYPE_PART,COP-C-00754,-Z,COP-C-00607,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
619,PLACE_PROTOTYPE_PART,COP-C-00769,-Z,COP-C-00609,6,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
620,PLACE_PROTOTYPE_PART,COP-C-00715,-Z,COP-C-00612,1,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
621,PLACE_PROTOTYPE_PART,COP-C-00784,-Z,COP-R2-00064,1,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
622,PLACE_PROTOTYPE_PART,COP-C-00709,-Z,COP-C-00614,2,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
623,PLACE_PROTOTYPE_PART,COP-C-00716,-Z,COP-C-00615,2,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
624,PLACE_PROTOTYPE_PART,COP-C-00721,-Z,COP-C-00617,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
625,PLACE_PROTOTYPE_PART,COP-C-00737,-Z,COP-C-00618,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
626,PLACE_PROTOTYPE_PART,COP-C-00755,-Z,COP-C-00620,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
627,PLACE_PROTOTYPE_PART,COP-C-00770,-Z,COP-C-00622,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
628,PLACE_PROTOTYPE_PART,COP-C-00785,-Z,COP-C-00624,2,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
629,PLACE_PROTOTYPE_PART,COP-C-00794,-Z,COP-C-00625,1,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
630,PLACE_PROTOTYPE_PART,COP-C-00701,-Z,COP-C-00626,2,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
631,PLACE_PROTOTYPE_PART,COP-C-00710,-Z,COP-C-00627,4,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
632,PLACE_PROTOTYPE_PART,COP-C-00722,-Z,COP-C-00616,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
633,PLACE_PROTOTYPE_PART,COP-C-00738,-Z,COP-C-00618,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
634,PLACE_PROTOTYPE_PART,COP-C-00756,-Z,COP-C-00620,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
635,PLACE_PROTOTYPE_PART,COP-C-00771,-Z,COP-C-00623,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
636,PLACE_PROTOTYPE_PART,COP-C-00786,-Z,COP-C-00624,5,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
637,PLACE_PROTOTYPE_PART,COP-C-00696,-Z,COP-C-00629,2,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
638,PLACE_PROTOTYPE_PART,COP-C-00702,-Z,COP-C-00631,6,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
639,PLACE_PROTOTYPE_PART,COP-C-00723,-Z,COP-C-00633,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
640,PLACE_PROTOTYPE_PART,COP-C-00739,-Z,COP-C-00635,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
641,PLACE_PROTOTYPE_PART,COP-C-00757,-Z,COP-C-00636,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
642,PLACE_PROTOTYPE_PART,COP-C-00772,-Z,COP-C-00638,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
643,PLACE_PROTOTYPE_PART,COP-C-00787,-Z,COP-C-00640,7,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
644,PLACE_PROTOTYPE_PART,COP-C-00697,-Z,COP-C-00629,2,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
645,PLACE_PROTOTYPE_PART,COP-C-00703,-Z,COP-C-00631,6,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
646,PLACE_PROTOTYPE_PART,COP-C-00724,-Z,COP-C-00633,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
647,PLACE_PROTOTYPE_PART,COP-C-00740,-Z,COP-C-00635,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
648,PLACE_PROTOTYPE_PART,COP-C-00758,-Z,COP-C-00636,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
649,PLACE_PROTOTYPE_PART,COP-C-00773,-Z,COP-C-00639,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
650,PLACE_PROTOTYPE_PART,COP-C-00788,-Z,COP-C-00640,7,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
651,PLACE_PROTOTYPE_PART,COP-C-00698,-Z,COP-C-00643,2,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
652,PLACE_PROTOTYPE_PART,COP-C-00704,-Z,COP-C-00645,6,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
653,PLACE_PROTOTYPE_PART,COP-C-00725,-Z,COP-C-00646,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
654,PLACE_PROTOTYPE_PART,COP-C-00741,-Z,COP-C-00648,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
655,PLACE_PROTOTYPE_PART,COP-C-00759,-Z,COP-C-00650,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
656,PLACE_PROTOTYPE_PART,COP-C-00774,-Z,COP-C-00653,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
657,PLACE_PROTOTYPE_PART,COP-C-00789,-Z,COP-C-00654,6,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
658,PLACE_PROTOTYPE_PART,COP-C-00699,-Z,COP-C-00643,2,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
659,PLACE_PROTOTYPE_PART,COP-C-00705,-Z,COP-C-00645,6,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
660,PLACE_PROTOTYPE_PART,COP-C-00726,-Z,COP-C-00647,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
661,PLACE_PROTOTYPE_PART,COP-C-00742,-Z,COP-C-00649,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
662,PLACE_PROTOTYPE_PART,COP-C-00760,-Z,COP-C-00650,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
663,PLACE_PROTOTYPE_PART,COP-C-00775,-Z,COP-C-00652,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
664,PLACE_PROTOTYPE_PART,COP-C-00790,-Z,COP-C-00654,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
665,PLACE_PROTOTYPE_PART,COP-C-00700,-Z,COP-C-00657,1,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
666,PLACE_PROTOTYPE_PART,COP-C-00706,-Z,COP-C-00659,3,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
667,PLACE_PROTOTYPE_PART,COP-C-00727,-Z,COP-C-00660,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
668,PLACE_PROTOTYPE_PART,COP-C-00743,-Z,COP-C-00662,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
669,PLACE_PROTOTYPE_PART,COP-C-00761,-Z,COP-C-00664,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
670,PLACE_PROTOTYPE_PART,COP-C-00776,-Z,COP-C-00666,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
671,PLACE_PROTOTYPE_PART,COP-R2-00073,-Z,COP-C-00668,6,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
672,PLACE_PROTOTYPE_PART,COP-C-00707,-Z,COP-C-00670,1,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
673,PLACE_PROTOTYPE_PART,COP-C-00711,-Z,COP-C-00659,2,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
674,PLACE_PROTOTYPE_PART,COP-C-00708,-Z,COP-C-00670,1,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
675,PLACE_PROTOTYPE_PART,COP-C-00712,-Z,COP-C-00659,2,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
676,PLACE_PROTOTYPE_PART,COP-C-00728,-Z,COP-C-00660,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
677,PLACE_PROTOTYPE_PART,COP-C-00744,-Z,COP-C-00663,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
678,PLACE_PROTOTYPE_PART,COP-C-00762,-Z,COP-C-00665,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
679,PLACE_PROTOTYPE_PART,COP-C-00777,-Z,COP-C-00666,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
680,PLACE_PROTOTYPE_PART,COP-R2-00074,-Z,COP-C-00668,4,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
681,PLACE_PROTOTYPE_PART,COP-C-00713,-Z,COP-R2-00066,1,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
682,PLACE_PROTOTYPE_PART,COP-C-00717,-Z,COP-C-00672,1,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
683,PLACE_PROTOTYPE_PART,COP-C-00714,-Z,COP-R2-00066,1,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
684,PLACE_PROTOTYPE_PART,COP-C-00718,-Z,COP-C-00674,1,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
685,PLACE_PROTOTYPE_PART,COP-C-00729,-Z,COP-C-00676,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
686,PLACE_PROTOTYPE_PART,COP-C-00745,-Z,COP-C-00678,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
687,PLACE_PROTOTYPE_PART,COP-C-00763,-Z,COP-C-00679,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
688,PLACE_PROTOTYPE_PART,COP-C-00778,-Z,COP-C-00681,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
689,PLACE_PROTOTYPE_PART,COP-C-00793,-Z,COP-R2-00067,1,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
690,PLACE_PROTOTYPE_PART,COP-C-00719,-Z,COP-C-00685,1,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
691,PLACE_PROTOTYPE_PART,COP-C-00730,-Z,COP-C-00675,4,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
692,PLACE_PROTOTYPE_PART,COP-C-00746,-Z,COP-C-00677,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
693,PLACE_PROTOTYPE_PART,COP-C-00764,-Z,COP-C-00679,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
694,PLACE_PROTOTYPE_PART,COP-C-00779,-Z,COP-C-00681,6,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
695,PLACE_PROTOTYPE_PART,COP-C-00732,-Z,COP-C-00676,3,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
696,PLACE_PROTOTYPE_PART,COP-C-00733,-Z,COP-C-00688,3,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
697,PLACE_PROTOTYPE_PART,COP-C-00747,-Z,COP-C-00690,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
698,PLACE_PROTOTYPE_PART,COP-C-00765,-Z,COP-C-00691,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
699,PLACE_PROTOTYPE_PART,COP-C-00780,-Z,COP-R2-00070,4,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
700,PLACE_PROTOTYPE_PART,COP-C-00749,-Z,COP-C-00690,3,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
701,PLACE_PROTOTYPE_PART,COP-C-00766,-Z,COP-C-00691,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
702,PLACE_PROTOTYPE_PART,COP-C-00781,-Z,COP-R2-00070,1,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
703,PLACE_PROTOTYPE_PART,COP-C-00750,-Z,COP-C-00690,2,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
704,PLACE_PROTOTYPE_PART,COP-C-00797,-Z,COP-C-00734,4,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
705,PLACE_PROTOTYPE_PART,COP-C-00798,-Z,COP-C-00751,4,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
706,PLACE_PROTOTYPE_PART,COP-C-00799,-Z,COP-C-00752,4,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
707,PLACE_PROTOTYPE_PART,COP-C-00800,-Z,COP-C-00752,2,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
708,PLACE_PROTOTYPE_PART,COP-C-00801,-Z,COP-C-00734,1,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
709,PLACE_PROTOTYPE_PART,COP-C-00802,-Z,COP-R2-00071,1,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
710,PLACE_PROTOTYPE_PART,COP-C-00803,-Z,COP-C-00731,7,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
711,PLACE_PROTOTYPE_PART,COP-C-00804,-Z,COP-C-00735,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
712,PLACE_PROTOTYPE_PART,COP-C-00805,-Z,COP-C-00753,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
713,PLACE_PROTOTYPE_PART,COP-C-00806,-Z,COP-C-00753,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
714,PLACE_PROTOTYPE_PART,COP-C-00807,-Z,COP-R2-00072,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
715,PLACE_PROTOTYPE_PART,COP-C-00808,-Z,COP-R2-00072,4,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
716,PLACE_PROTOTYPE_PART,COP-C-00809,-Z,COP-C-00731,6,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
717,PLACE_PROTOTYPE_PART,COP-C-00810,-Z,COP-C-00769,2,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
718,PLACE_PROTOTYPE_PART,COP-C-00811,-Z,COP-C-00720,1,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
719,PLACE_PROTOTYPE_PART,COP-C-00812,-Z,COP-C-00715,1,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
720,PLACE_PROTOTYPE_PART,COP-C-00813,-Z,COP-C-00721,4,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
721,PLACE_PROTOTYPE_PART,COP-C-00814,-Z,COP-C-00721,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
722,PLACE_PROTOTYPE_PART,COP-C-00815,-Z,COP-C-00721,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
723,PLACE_PROTOTYPE_PART,COP-C-00816,-Z,COP-C-00737,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
724,PLACE_PROTOTYPE_PART,COP-C-00817,-Z,COP-C-00755,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
725,PLACE_PROTOTYPE_PART,COP-C-00818,-Z,COP-C-00755,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
726,PLACE_PROTOTYPE_PART,COP-C-00819,-Z,COP-C-00755,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
727,PLACE_PROTOTYPE_PART,COP-C-00820,-Z,COP-C-00770,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
728,PLACE_PROTOTYPE_PART,COP-C-00821,-Z,COP-C-00770,4,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
729,PLACE_PROTOTYPE_PART,COP-C-00822,-Z,COP-C-00709,2,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
730,PLACE_PROTOTYPE_PART,COP-C-00823,-Z,COP-C-00716,3,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
731,PLACE_PROTOTYPE_PART,COP-C-00824,-Z,COP-C-00785,3,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
732,PLACE_PROTOTYPE_PART,COP-C-00825,-Z,COP-C-00786,2,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
733,PLACE_PROTOTYPE_PART,COP-C-00826,-Z,COP-C-00701,1,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
734,PLACE_PROTOTYPE_PART,COP-C-00827,-Z,COP-C-00710,1,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
735,PLACE_PROTOTYPE_PART,COP-C-00828,-Z,COP-C-00786,1,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
736,PLACE_PROTOTYPE_PART,COP-C-00829,-Z,COP-C-00701,1,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
737,PLACE_PROTOTYPE_PART,COP-C-00830,-Z,COP-C-00702,4,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
738,PLACE_PROTOTYPE_PART,COP-C-00831,-Z,COP-C-00702,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
739,PLACE_PROTOTYPE_PART,COP-C-00832,-Z,COP-C-00723,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
740,PLACE_PROTOTYPE_PART,COP-C-00833,-Z,COP-C-00739,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
741,PLACE_PROTOTYPE_PART,COP-C-00834,-Z,COP-C-00739,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
742,PLACE_PROTOTYPE_PART,COP-C-00835,-Z,COP-C-00739,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
743,PLACE_PROTOTYPE_PART,COP-C-00836,-Z,COP-C-00757,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
744,PLACE_PROTOTYPE_PART,COP-C-00837,-Z,COP-C-00772,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
745,PLACE_PROTOTYPE_PART,COP-C-00838,-Z,COP-C-00772,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
746,PLACE_PROTOTYPE_PART,COP-C-00839,-Z,COP-C-00787,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
747,PLACE_PROTOTYPE_PART,COP-C-00840,-Z,COP-C-00787,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
748,PLACE_PROTOTYPE_PART,COP-C-00841,-Z,COP-C-00787,3,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
749,PLACE_PROTOTYPE_PART,COP-C-00842,-Z,COP-C-00696,3,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
750,PLACE_PROTOTYPE_PART,COP-C-00843,-Z,COP-C-00702,3,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
751,PLACE_PROTOTYPE_PART,COP-C-00844,-Z,COP-C-00698,4,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
752,PLACE_PROTOTYPE_PART,COP-C-00845,-Z,COP-C-00704,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
753,PLACE_PROTOTYPE_PART,COP-C-00846,-Z,COP-C-00704,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
754,PLACE_PROTOTYPE_PART,COP-C-00847,-Z,COP-C-00725,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
755,PLACE_PROTOTYPE_PART,COP-C-00848,-Z,COP-C-00741,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
756,PLACE_PROTOTYPE_PART,COP-C-00849,-Z,COP-C-00741,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
757,PLACE_PROTOTYPE_PART,COP-C-00850,-Z,COP-C-00759,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
758,PLACE_PROTOTYPE_PART,COP-C-00851,-Z,COP-C-00759,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
759,PLACE_PROTOTYPE_PART,COP-C-00852,-Z,COP-C-00774,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
760,PLACE_PROTOTYPE_PART,COP-C-00853,-Z,COP-C-00774,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
761,PLACE_PROTOTYPE_PART,COP-C-00854,-Z,COP-C-00774,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
762,PLACE_PROTOTYPE_PART,COP-C-00855,-Z,COP-C-00789,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
763,PLACE_PROTOTYPE_PART,COP-C-00856,-Z,COP-C-00789,4,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
764,PLACE_PROTOTYPE_PART,COP-C-00857,-Z,COP-C-00700,2,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
765,PLACE_PROTOTYPE_PART,COP-C-00858,-Z,COP-C-00705,4,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
766,PLACE_PROTOTYPE_PART,COP-C-00859,-Z,COP-C-00727,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
767,PLACE_PROTOTYPE_PART,COP-C-00860,-Z,COP-C-00727,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
768,PLACE_PROTOTYPE_PART,COP-C-00861,-Z,COP-C-00727,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
769,PLACE_PROTOTYPE_PART,COP-C-00862,-Z,COP-C-00743,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
770,PLACE_PROTOTYPE_PART,COP-C-00863,-Z,COP-C-00761,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
771,PLACE_PROTOTYPE_PART,COP-C-00864,-Z,COP-C-00761,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
772,PLACE_PROTOTYPE_PART,COP-C-00865,-Z,COP-C-00776,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
773,PLACE_PROTOTYPE_PART,COP-C-00866,-Z,COP-C-00776,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
774,PLACE_PROTOTYPE_PART,COP-C-00867,-Z,COP-R2-00073,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
775,PLACE_PROTOTYPE_PART,COP-C-00868,-Z,COP-R2-00073,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
776,PLACE_PROTOTYPE_PART,COP-C-00869,-Z,COP-R2-00073,2,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
777,PLACE_PROTOTYPE_PART,COP-C-00870,-Z,COP-C-00707,2,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
778,PLACE_PROTOTYPE_PART,COP-C-00871,-Z,COP-C-00712,2,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
779,PLACE_PROTOTYPE_PART,COP-C-00872,-Z,COP-C-00714,2,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
780,PLACE_PROTOTYPE_PART,COP-C-00873,-Z,COP-C-00728,4,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
781,PLACE_PROTOTYPE_PART,COP-C-00874,-Z,COP-C-00729,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
782,PLACE_PROTOTYPE_PART,COP-C-00875,-Z,COP-C-00745,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
783,PLACE_PROTOTYPE_PART,COP-C-00876,-Z,COP-C-00745,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
784,PLACE_PROTOTYPE_PART,COP-C-00877,-Z,COP-C-00763,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
785,PLACE_PROTOTYPE_PART,COP-C-00878,-Z,COP-C-00763,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
786,PLACE_PROTOTYPE_PART,COP-C-00879,-Z,COP-C-00778,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
787,PLACE_PROTOTYPE_PART,COP-C-00880,-Z,COP-C-00778,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
788,PLACE_PROTOTYPE_PART,COP-C-00881,-Z,COP-C-00778,4,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
789,PLACE_PROTOTYPE_PART,COP-R2-00075,-Z,COP-R2-00074,1,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
790,PLACE_PROTOTYPE_PART,COP-C-00884,-Z,COP-C-00719,1,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
791,PLACE_PROTOTYPE_PART,COP-C-00885,-Z,COP-C-00730,2,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
792,PLACE_PROTOTYPE_PART,COP-C-00886,-Z,COP-C-00778,1,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
793,PLACE_PROTOTYPE_PART,COP-C-00887,-Z,COP-C-00732,2,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
794,PLACE_PROTOTYPE_PART,COP-C-00888,-Z,COP-C-00732,4,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
795,PLACE_PROTOTYPE_PART,COP-C-00889,-Z,COP-C-00747,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
796,PLACE_PROTOTYPE_PART,COP-C-00890,-Z,COP-C-00747,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
797,PLACE_PROTOTYPE_PART,COP-C-00891,-Z,COP-C-00765,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
798,PLACE_PROTOTYPE_PART,COP-C-00892,-Z,COP-C-00780,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
799,PLACE_PROTOTYPE_PART,COP-C-00893,-Z,COP-C-00779,3,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
800,PLACE_PROTOTYPE_PART,COP-C-00894,-Z,COP-C-00733,1,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
